batting_team,bowling_team,venue,gender,runs_y,result_first_innings
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Oval Invincibles,Northern Superchargers,Headingley,male,127,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Trent Rockets,Birmingham Phoenix,Edgbaston,male,144,0
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Southern Brave,London Spirit,Lords,male,145,1
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Welsh Fire,Oval Invincibles,The Kia Oval,male,121,0
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Northern Superchargers,London Spirit,Lords,male,155,1
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
Oval Invincibles,Birmingham Phoenix,Edgbaston,male,172,0
